"content-center href","rounded-2xl src","inline","flex","text-xs","text-xs 2","line-clamp-1","styles_tooltip-text__bYBqF","line-clamp-1 2","styles_tooltip-text__bYBqF 2","mr-2","mr-2 href","whitespace-nowrap","pl-1","pl-1 2","pl-1 3","text-xs 3","line-clamp-1 3","inline-flex","mr-2 2","mr-2 href 2","whitespace-nowrap 2","pl-1 4","text-xs 5","mr-2 3","mr-2 href 3","whitespace-nowrap 3","pl-1 5","pl-1 6","text-xs 7"
"https://wellfound.com/company/applied-intuition","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/4655945-7dc3f6ce467425d5b7d6ac72263f0540-medium_jpg.jpg?buster=1589633845","Applied Intuition","Actively Hiring","Safely develop, test, and deploy autonomous vehicles at scale","201-500 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Software Engineer - Systems Engineering AI Tooling","https://wellfound.com/jobs/3947730-software-engineer-systems-engineering-ai-tooling","Full-time","$125k – $185k","Sunnyvale","$153k – $222k","4 days ago","Top Investors","+2","Senior Software Engineer - Backend","https://wellfound.com/jobs/3938075-senior-software-engineer-backend","Full-time","Sunnyvale","6 days ago","Data & ML Pipeline Software Engineer","https://wellfound.com/jobs/3835222-data-ml-pipeline-software-engineer","Full-time","$125k – $222k","Sunnyvale","4 weeks ago"
"https://wellfound.com/company/launchdarkly","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/402305-baa49256cb7bf59cbca37066f8221ed6-medium_jpg.jpg?buster=1631721444","LaunchDarkly","Actively Hiring","Fundamentally change how you deliver software","501-1000 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Backend Engineer, AI","https://wellfound.com/jobs/3934435-backend-engineer-ai","Full-time","$117k – $188k","Remote • San Francisco Bay Area","Oakland","1 week ago","Top Investors","+4","Fullstack Software Engineer Intern","https://wellfound.com/jobs/3859716-fullstack-software-engineer-intern","","","3 weeks ago","","","","","",""
"https://wellfound.com/company/siteline","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/7099296-ab2e58fe7a408d49482129af8771b80b-medium_jpg.jpg?buster=1655420683","Siteline","Actively Hiring","Providing construction teams a financial foundation to build on","11-50 Employees","B2B","Startup in initial stages","Early Stage","This company has received a significant amount of investment from top investors","Senior Software Engineer (Backend/Integrations)","https://wellfound.com/jobs/3963300-senior-software-engineer-backend-integrations","Full-time","$165k – $185k","San Francisco","$165k – $185k","1 day ago","Top Investors","+1","Frontend Senior Software Engineer","https://wellfound.com/jobs/3886046-frontend-senior-software-engineer","Full-time","In office • San Francisco","2 weeks ago","Senior Software Engineer (Frontend)","https://wellfound.com/jobs/3885267-senior-software-engineer-frontend","Full-time","$165k – $185k","In office • San Francisco","2 weeks ago"
"https://wellfound.com/company/avenda-health","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/4220254-0b9e8688febe86c8e811ce5121921d3e-medium_jpg.jpg?buster=1523300844","Avenda Health","Actively Hiring","Bringing superhuman abilities to cancer care","11-50 Employees","Top 10% of responders","Avenda Health is in the top 10% of companies in terms of response time to applications","Responds within a week","Based on past data, Avenda Health usually responds to incoming applications within a week","Senior Software Engineer - Backend","https://wellfound.com/jobs/3918059-senior-software-engineer-backend","Full-time","$150k – $180k • 0.025% – 0.075%","Onsite or remote • Los Angeles","5 years of exp","1 week ago","B2B","+1","Senior Software Engineer - Data Platform","https://wellfound.com/jobs/3775418-senior-software-engineer-data-platform","Full-time","$150k – $180k","1 month ago","","","","Onsite or remote • Los Angeles","5 years of exp",""
"https://wellfound.com/company/balcony-technology-group","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10155723-beeaa42670bbe96c40b31b182c1f9492-medium_jpg.jpg?buster=1719501021","Balcony Technology Group","Actively Hiring","The Global Standard For Real Estate Tokenization","11-50 Employees","Top 5% of responders","Balcony Technology Group is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Balcony Technology Group usually responds to incoming applications within a few days","Software Engineer - Frontend","https://wellfound.com/jobs/3337866-software-engineer-frontend","Full-time","$160k – $200k • 0.4% – 0.8%","In office • Hoboken","4 years of exp","1 month ago","B2C","+2","Software Engineer - Data","https://wellfound.com/jobs/3071349-software-engineer-data","Full-time","$170k – $250k • 0.4% – 0.8%","1 month ago","","","","In office • Hoboken","3 years of exp",""
"https://wellfound.com/company/nuel-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10325984-6b41b480114cffe79fcd99b80e709723-medium_jpg.jpg?buster=1732612810","Nuel","Actively Hiring","Refining Data for Operational Excellence","1-10 Employees","","","","","Back End Engineer [$30,000 – $45,000 USD]","https://wellfound.com/jobs/3807603-back-end-engineer-30-000-45-000-usd","Full-time","$35k – $45k • 0.001% – 0.5%","Remote only • Everywhere","5 years of exp","1 month ago","","","Lead Data Scientist (Startup) ($30,000 - $45,000) (USD)","https://wellfound.com/jobs/3802495-lead-data-scientist-startup-30-000-45-000-usd","Full-time","$30k – $45k • 0.002% – 0.5%","1 month ago","Senior Full Stack Engineer (Part Time / Contract)","https://wellfound.com/jobs/3493612-senior-full-stack-engineer-part-time-contract","","Remote only • Everywhere","6 years of exp","1 month ago"
"https://wellfound.com/company/sentilink","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/4607916-9d94bcc3fd86811fad8696dac1d2bf4b-medium_jpg.jpg?buster=1583874593","SentiLink","Actively Hiring","Find Us On: Forbes Fintech 50 list - we've even made history! First to go live with eCBSV","51-200 Employees","B2B","Expanding market presence","Growth Stage","This company has received a significant amount of investment from top investors","Senior Software Engineer, Frontend","https://wellfound.com/jobs/3965230-senior-software-engineer-frontend","Full-time","$180k – $220k","Remote • United States","$180k – $220k","1 day ago","Top Investors","+1","Senior Product Engineer, Full Stack","https://wellfound.com/jobs/3939338-senior-product-engineer-full-stack","Full-time","Remote • United States","5 days ago","Engineering Manager, Product Engineering, Full Stack (Intercept)","https://wellfound.com/jobs/3939337-engineering-manager-product-engineering-full-stack-intercept","Full-time","$200k – $240k","Remote • United States","5 days ago"
"https://wellfound.com/company/conviva","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/34310-78728a5dd7b5739bff6b376783538306-medium_jpg.jpg?buster=1405986061","Conviva","Actively Hiring","","201-500 Employees","Top 1% of responders","Conviva is in the top 1% of companies in terms of response time to applications","Responds within a day","Based on past data, Conviva usually responds to incoming applications within a day","Integration Engineer","https://wellfound.com/jobs/3939251-integration-engineer","Full-time","$150k – $250k","Foster City","$180k – $230k","5 days ago","B2B","+2","Principal Product Builder, Agent Analytics & Optimization","https://wellfound.com/jobs/3926871-principal-product-builder-agent-analytics-optimization","Full-time","Foster City","1 week ago","Forward Deployed Engineer (FDE)","https://wellfound.com/jobs/3890141-forward-deployed-engineer-fde","Full-time","$150k – $250k","Foster City","2 weeks ago"
"https://wellfound.com/company/mochi-health","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8896849-798338cc42a24467a911ca00ecbe0966-medium_jpg.jpg?buster=1741890318","Mochi Health","Actively Hiring","Transforming obesity medicine with personalized virtual weight care","51-200 Employees","Top 5% of responders","Mochi Health is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Mochi Health usually responds to incoming applications within a few days","Sr. Backend Engineer","https://wellfound.com/jobs/3933256-sr-backend-engineer","Full-time","$230k – $280k • 0.01% – 0.1%","In office • San Francisco","6 years of exp","1 week ago","B2C","+2","Senior Front-End Engineer","https://wellfound.com/jobs/3927070-senior-front-end-engineer","Full-time","$230k – $280k • 0.01% – 0.1%","1 week ago","Senior React Native / Expo Engineer","https://wellfound.com/jobs/3922073-senior-react-native-expo-engineer","Full-time","In office • San Francisco","6 years of exp","1 week ago"
"https://wellfound.com/company/tennr-2","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8591090-38d37eeac2ab0d30a1474ce178fb9ac5-medium_jpg.jpg?buster=1758834589","tennr","Actively Hiring","BETTER INTAKE STARTS NOW","51-200 Employees","B2B","Startup in initial stages","Early Stage","This company has received a significant amount of investment from top investors","Staff Backend Software Engineer","https://wellfound.com/jobs/3941667-staff-backend-software-engineer","Full-time","$220k – $250k","New York City","$190k – $215k","4 days ago","Top Investors","+2","Senior Backend Software Engineer","https://wellfound.com/jobs/3934008-senior-backend-software-engineer","Full-time","New York City","1 week ago","ML Ops Engineer","https://wellfound.com/jobs/3845618-ml-ops-engineer","Full-time","$190k – $230k","In office • New York City","3 weeks ago"
"https://wellfound.com/company/livelyhsa","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/2790492-33118afc1ea2d1b57e20c603be53f0ec-medium_jpg.jpg?buster=1605547612","Lively","Actively Hiring","The Modern Health Savings Account","51-200 Employees","Top 10% of responders","Lively is in the top 10% of companies in terms of response time to applications","Responds within a week","Based on past data, Lively usually responds to incoming applications within a week","Sr. Software Engineer - Backend","https://wellfound.com/jobs/3823128-sr-software-engineer-backend","Full-time","$125k – $200k","Remote • San Francisco","","2 weeks ago","B2B","+3","","","","","","","","","","",""
"https://wellfound.com/company/govwell","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9615170-0c046bc41632bdc7140719e178dfe07d-medium_jpg.jpg?buster=1772115766","GovWell","Actively Hiring","The AI operating system for modern government","11-50 Employees","Top 10% of responders","GovWell is in the top 10% of companies in terms of response time to applications","Responds within a week","Based on past data, GovWell usually responds to incoming applications within a week","Full-Stack Software Engineer","https://wellfound.com/jobs/3941063-full-stack-software-engineer","Full-time","$160k – $200k","New York","$100k – $145k","4 days ago","B2B","+2","Data Solutions Engineer","https://wellfound.com/jobs/3904964-data-solutions-engineer","Full-time","New York","2 weeks ago","AI Product Engineer","https://wellfound.com/jobs/3904963-ai-product-engineer","Full-time","$170k – $250k","New York","2 weeks ago"
"https://wellfound.com/company/cinder-8","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9172993-18ed21021ad87dd28fa2a5daa34727fd-medium_jpg.jpg?buster=1666881637","Cinder","Actively Hiring","A unified intelligence and investigation platform for trust & safety","11-50 Employees","Top 5% of responders","Cinder is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Cinder usually responds to incoming applications within a few days","AI Engineer","https://wellfound.com/jobs/3915822-ai-engineer","Full-time","$200k – $250k","Remote • New York","$165k – $235k","1 week ago","B2B","+4","Forward Deployed Engineer","https://wellfound.com/jobs/3915821-forward-deployed-engineer","Full-time","Remote • New York","1 week ago","Senior Site Reliability Engineer","https://wellfound.com/jobs/3915820-senior-site-reliability-engineer","Full-time","$180k – $240k","Remote • New York","1 week ago"
"https://wellfound.com/company/perchwell","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/509077-bbf6f8face4a10fa70055e6d0fa499d7-medium_jpg.jpg?buster=1449094217","Perchwell","Actively Hiring","The premier data and workflow platform for residential real estate","51-200 Employees","Responds within three weeks","Based on past data, Perchwell usually responds to incoming applications within three weeks","B2B","Expanding market presence","Staff Software Engineer, Backend","https://wellfound.com/jobs/3940227-staff-software-engineer-backend","Full-time","$200k – $245k","Remote only • United States","$200k – $245k","5 days ago","Growth Stage","+1","Staff Software Engineer, Front End","https://wellfound.com/jobs/3916547-staff-software-engineer-front-end","Full-time","Remote • United States","1 week ago","Senior Software Engineer, Data","https://wellfound.com/jobs/3308932-senior-software-engineer-data","Full-time","$160k – $200k","Remote • New York","7 months ago"
